[24/06/2022 21:10:07] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_edit_character], Params: [] 
[06/07/2022 17:06:01] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:01] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:02] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:02] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:02] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:02] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:02] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:02] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:03] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:03] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:03] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:03] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:03] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:04] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:04] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:04] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:04] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:04] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:04] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:05] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:05] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:05] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:05] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:06] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:06] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:06] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:06] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:06] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:06] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:06] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:07] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:07] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:07] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:07] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:07] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:08] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:08] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:08] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:08] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:08] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:09] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:09] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:09] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:09] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:09] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:09] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:10] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:10] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:10] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:10] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:10] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:10] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:11] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:11] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:11] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:11] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:11] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:12] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:12] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:12] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:12] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:12] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:12] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:13] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:13] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:13] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:13] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:13] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:13] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:13] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:13] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:14] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:14] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:14] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:14] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:14] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:15] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:15] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:15] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:15] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:15] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:15] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:15] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:16] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:16] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:16] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:16] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:16] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:16] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:17] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:17] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:17] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:17] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:18] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:18] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:18] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:18] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:18] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:18] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:19] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:19] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:19] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:19] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:19] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:20] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:20] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:20] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:20] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:20] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:21] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:21] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:21] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:21] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:22] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:22] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:22] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:22] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:22] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:23] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:23] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:23] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:23] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:23] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:24] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:24] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:24] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:24] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:25] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:25] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:25] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:25] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:25] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:26] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:26] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:26] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:26] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:26] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:27] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:27] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:27] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:28] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:06:28] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_res], Params: [] 
[06/07/2022 17:06:28] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 17:07:05] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_gmspeed 4], Params: [] 
[06/07/2022 23:05:22] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_gmspeed 4], Params: [] 
[06/07/2022 23:05:47] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_edit_character], Params: [] 
[06/07/2022 23:05:50] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_current_player], Params: [] 
[06/07/2022 23:05:51] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_setclass], Params: [] 
[06/07/2022 23:06:03] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_setclass], Params: [ 102] 
[06/07/2022 23:06:14] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_show_skills], Params: [] 
[06/07/2022 23:06:15] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_remove_all_skills], Params: [] 
[06/07/2022 23:06:20] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_show_skills], Params: [] 
[06/07/2022 23:06:21] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_give_all_skills], Params: [] 
[06/07/2022 23:07:31] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_gmspeed 4], Params: [] 
[06/07/2022 23:11:17] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 23:11:22] --> GM: XxAdilioxX [268477771], Target: [Solina Brother], Action: [admin_kill], Params: [] 
[06/07/2022 23:11:24] --> GM: XxAdilioxX [268477771], Target: [Solina Brother], Action: [admin_kill], Params: [] 
[06/07/2022 23:11:26] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 23:11:27] --> GM: XxAdilioxX [268477771], Target: [Solina Brother], Action: [admin_kill], Params: [] 
[06/07/2022 23:11:28] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 23:11:29] --> GM: XxAdilioxX [268477771], Target: [Solina Brother], Action: [admin_kill], Params: [] 
[06/07/2022 23:12:54] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 23:12:56] --> GM: XxAdilioxX [268477771], Target: [Solina Brother], Action: [admin_kill], Params: [] 
[06/07/2022 23:12:57] --> GM: XxAdilioxX [268477771], Target: [Solina Brother], Action: [admin_kill], Params: [] 
[06/07/2022 23:12:59] --> GM: XxAdilioxX [268477771], Target: [Solina Brother], Action: [admin_kill], Params: [] 
[06/07/2022 23:13:06] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 23:13:08] --> GM: XxAdilioxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[06/07/2022 23:13:10] --> GM: XxAdilioxX [268477771], Target: [Monastic Pilgrim], Action: [admin_kill], Params: [] 
[06/07/2022 23:13:11] --> GM: XxAdilioxX [268477771], Target: [Monastic Pilgrim], Action: [admin_kill], Params: [] 
[06/07/2022 23:13:11] --> GM: XxAdilioxX [268477771], Target: [Monastic Pilgrim], Action: [admin_kill], Params: [] 
[06/07/2022 23:13:12] --> GM: XxAdilioxX [268477771], Target: [Monastic Crusader], Action: [admin_kill], Params: [] 
[06/07/2022 23:13:13] --> GM: XxAdilioxX [268477771], Target: [Solina Brother], Action: [admin_kill], Params: [] 
[06/07/2022 23:15:44] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_heal], Params: [] 
[06/07/2022 23:15:46] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_admin], Params: [] 
[06/07/2022 23:15:49] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_move_to], Params: [] 
[06/07/2022 23:22:51] --> GM: XxAdilioxX [268477771], Target: [GM SHOP], Action: [admin_admin], Params: [] 
[06/07/2022 23:22:53] --> GM: XxAdilioxX [268477771], Target: [GM SHOP], Action: [admin_move_to], Params: [] 
[06/07/2022 23:22:54] --> GM: XxAdilioxX [268477771], Target: [GM SHOP], Action: [admin_help], Params: [ tele/towns.htm] 
[06/07/2022 23:22:55] --> GM: XxAdilioxX [268477771], Target: [GM SHOP], Action: [admin_help], Params: [ tele/towns/giran.htm] 
[06/07/2022 23:23:08] --> GM: XxAdilioxX [268477771], Target: [GM SHOP], Action: [admin_help], Params: [ tele/towns.htm] 
[06/07/2022 23:23:14] --> GM: XxAdilioxX [268477771], Target: [GM SHOP], Action: [admin_help], Params: [ tele/towns/aden.htm] 
[06/07/2022 23:23:19] --> GM: XxAdilioxX [268477771], Target: [GM SHOP], Action: [admin_help], Params: [ tele/towns.htm] 
[06/07/2022 23:23:21] --> GM: XxAdilioxX [268477771], Target: [GM SHOP], Action: [admin_help], Params: [ tele/towns/oren.htm] 
[06/07/2022 23:23:25] --> GM: XxAdilioxX [268477771], Target: [GM SHOP], Action: [admin_help], Params: [ tele/towns.htm] 
[06/07/2022 23:23:28] --> GM: XxAdilioxX [268477771], Target: [GM SHOP], Action: [admin_help], Params: [ tele/towns/elven_starting.htm] 
[06/07/2022 23:26:36] --> GM: XxAdilioxX [268477771], Target: [Goldian], Action: [admin_gmspeed 4], Params: [] 
[06/07/2022 23:28:43] --> GM: XxAdilioxX [268477771], Target: [Maximilian], Action: [admin_gmspeed 4], Params: [] 
[06/07/2022 23:28:44] --> GM: XxAdilioxX [268477771], Target: [Maximilian], Action: [admin_admin], Params: [] 
[06/07/2022 23:28:46] --> GM: XxAdilioxX [268477771], Target: [Maximilian], Action: [admin_move_to], Params: [] 
[06/07/2022 23:28:47] --> GM: XxAdilioxX [268477771], Target: [Maximilian], Action: [admin_help], Params: [ tele/towns.htm] 
[06/07/2022 23:28:49] --> GM: XxAdilioxX [268477771], Target: [Maximilian], Action: [admin_help], Params: [ tele/towns/oren.htm] 
[06/07/2022 23:28:52] --> GM: XxAdilioxX [268477771], Target: [Maximilian], Action: [admin_move_to], Params: [ 82321 55139 -1529] 
[06/07/2022 23:31:42] --> GM: XxAdilioxX [268477771], Target: [Egnos], Action: [admin_admin], Params: [] 
[06/07/2022 23:31:43] --> GM: XxAdilioxX [268477771], Target: [Egnos], Action: [admin_move_to], Params: [] 
[06/07/2022 23:31:44] --> GM: XxAdilioxX [268477771], Target: [Egnos], Action: [admin_help], Params: [ tele/towns.htm] 
[06/07/2022 23:31:49] --> GM: XxAdilioxX [268477771], Target: [Egnos], Action: [admin_help], Params: [ tele/towns/aden.htm] 
[06/07/2022 23:31:51] --> GM: XxAdilioxX [268477771], Target: [Egnos], Action: [admin_move_to], Params: [ 147422 27393 -2208] 
[06/07/2022 23:33:22] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_ride_wyvern], Params: [] 
[06/07/2022 23:34:15] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_heal], Params: [] 
[06/07/2022 23:34:29] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_ride_wyvern], Params: [] 
[06/07/2022 23:45:16] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_gmspeed 4], Params: [] 
[06/07/2022 23:45:24] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_ride_wyvern], Params: [] 
[06/07/2022 23:48:26] --> GM: XxAdilioxX [268477771], Target: [Marsh Drake], Action: [admin_kill], Params: [] 
[06/07/2022 23:48:30] --> GM: XxAdilioxX [268477771], Target: [Marsh Stalker], Action: [admin_kill], Params: [] 
[06/07/2022 23:48:51] --> GM: XxAdilioxX [268477771], Target: [Hisilrome's Servitor], Action: [admin_kill], Params: [] 
[06/07/2022 23:48:54] --> GM: XxAdilioxX [268477771], Target: [Hisilrome's Servitor], Action: [admin_kill], Params: [] 
[06/07/2022 23:48:57] --> GM: XxAdilioxX [268477771], Target: [Hisilrome's Servitor], Action: [admin_kill], Params: [] 
[06/07/2022 23:48:59] --> GM: XxAdilioxX [268477771], Target: [Hisilrome's Page], Action: [admin_kill], Params: [] 
[06/07/2022 23:49:01] --> GM: XxAdilioxX [268477771], Target: [Hisilrome's Servitor], Action: [admin_kill], Params: [] 
[06/07/2022 23:49:07] --> GM: XxAdilioxX [268477771], Target: [Hisilrome's Page], Action: [admin_kill], Params: [] 
[06/07/2022 23:49:08] --> GM: XxAdilioxX [268477771], Target: [Hisilrome's Page], Action: [admin_kill], Params: [] 
[06/07/2022 23:49:13] --> GM: XxAdilioxX [268477771], Target: [Hisilrome's Page], Action: [admin_kill], Params: [] 
[06/07/2022 23:49:15] --> GM: XxAdilioxX [268477771], Target: [Shilen's Priest Hisilrome], Action: [admin_kill], Params: [] 
[06/07/2022 23:50:50] --> GM: XxAdilioxX [268477771], Target: [Blood Queen], Action: [admin_kill], Params: [] 
[06/07/2022 23:50:52] --> GM: XxAdilioxX [268477771], Target: [Blood Queen], Action: [admin_kill], Params: [] 
[06/07/2022 23:50:56] --> GM: XxAdilioxX [268477771], Target: [Kadios], Action: [admin_kill], Params: [] 
[06/07/2022 23:51:12] --> GM: XxAdilioxX [268477771], Target: [Blood Queen], Action: [admin_kill], Params: [] 
[06/07/2022 23:51:20] --> GM: XxAdilioxX [268477771], Target: [Kadios], Action: [admin_kill], Params: [] 
[06/07/2022 23:51:21] --> GM: XxAdilioxX [268477771], Target: [Crimson Drake], Action: [admin_kill], Params: [] 
[06/07/2022 23:51:22] --> GM: XxAdilioxX [268477771], Target: [Kadios], Action: [admin_kill], Params: [] 
[06/07/2022 23:52:12] --> GM: XxAdilioxX [268477771], Target: [Doom Knight], Action: [admin_kill], Params: [] 
[06/07/2022 23:52:14] --> GM: XxAdilioxX [268477771], Target: [Falibati], Action: [admin_kill], Params: [] 
[06/07/2022 23:52:16] --> GM: XxAdilioxX [268477771], Target: [Falibati], Action: [admin_kill], Params: [] 
[06/07/2022 23:52:17] --> GM: XxAdilioxX [268477771], Target: [Trives], Action: [admin_kill], Params: [] 
[06/07/2022 23:52:18] --> GM: XxAdilioxX [268477771], Target: [Trives], Action: [admin_kill], Params: [] 
[06/07/2022 23:52:21] --> GM: XxAdilioxX [268477771], Target: [Themis's Sentinel], Action: [admin_kill], Params: [] 
